442120.3817	4428963.472
442144.1224	4428961.989
439995.9598	4429271.764
442482.32	4427625.76
439995.4428	4429241.264
439958.6676	4428830.723
442974.7091	4425109.118
439986.9155	4429248.769
442122.136	4428958.928
442034.4589	4428902.438
442001.5356	4428908.409
442322.625	4427995.7
441968.9839	4428847.145
442260.7745	4427976.512
442081.5782	4428998.541
441965.7455	4428801.864
442079.5818	4428966.753
441983.5279	4428825.549
442271.095	4427979.355
442307.5972	4427910.264
442031.7846	4428899.86
442356.006	4428066.22
442056.5023	4428987.677
441988.2214	4428876.455
442013.7742	4428889.858
442191.5118	4427958.712
441992.1781	4428809.563
442521.914	4427974.49
442558.8019	4427990.421
442128.8527	4427638.597
442570.3587	4427969.2
442545.3475	4427984.048
441715.666	4426947.839
442541.2276	4428051.606
441969.3063	4428819.215
442536.9508	4427966.983
441884.3945	4428843.605
442408.7714	4428698.743
442563.3033	4427951.38
441556.0355	4429060.571
441863.835	4428796.405
441549.9349	4429058.379
437923.1397	4426839.789
449177.0981	4417817.985
441543.9185	4429066.145
447864.1649	4421006.593
446643.2796	4421771.848
441481.1111	4429040.453
464872.2093	4436657.964
441930.4596	4428812.798
442514.2404	4427043.738
442547.0864	4427961.386
442163.5457	4429148.439
442547.7111	4427933.439
439850.825	4401664.735
442548.9868	4427941.266
442127.8389	4429194.708
442479.804	4427957.112
439860.8643	4401669.386
442547.2204	4427946.035
442180.2179	4429111.246
442548.9351	4427954.249
439858.6023	4401667.484
442537.9189	4427951.357
442177.4481	4429111.515
442545.525	4427941.213
439859.795	4401665.66
442554.2732	4427942.146
442171.8281	4429107.747
439806.2333	4401658.596
442533.5769	4427902.777
483039.0148	4422436.055
442570.0239	4427958.713
442573.1889	4428000.518
442449.8699	4427569.333
442431.3019	4427491.643
442551.0182	4427883.927
442382.3341	4428590.014
442018.406	4428774.842
442491.1542	4427977.339
441969.1422	4428790.868
442419.939	4427579.779
442546.7375	4428051.53
442469.8	4427963.361
441569.3322	4429072.954
482434.5306	4421757.658
442544.4234	4427967.891
441897.1417	4428860.157
442526.5419	4427989.776
442557.4476	4427989.248
442488.4766	4427967.277
441550.4339	4429075.848
442553.4061	4428043.504
442540.0426	4427993.659
442947.1345	4425093.493
442476.7949	4427985.353
442544.5288	4428063.739
442567.7804	4427976.23
441574.6429	4429062.372
442422.8936	4428630.851
441894.0176	4427042.048
442472.3585	4427973.737
442117.3455	4428995.045
442561.4385	4428027.612
442023.6366	4428687.861
449929.8373	4417566.868
449490.7938	4417013.343
441789.775	4427465.688
483009.3075	4422438.908
483056.0237	4422462.163
481469.6935	4421889.92
482491.3113	4421752.817
482784.843	4422044.044
441847.9181	4427092.488
442557.5391	4427966.854
442548.5576	4427993.297
442421.1676	4428630.9
441589.7887	4429048.626
442561.1033	4427978.903
442018.7181	4428750.658
442500.1058	4427981.697
442056.1176	4428955.123
442551.9676	4428003.403
442540.0656	4427244.545
442575.3119	4427910.38
442546.7727	4427999.609
441794.6183	4427031.333
442552.9154	4427945.373
442566.6395	4427996.88
442003.2739	4428786.887
442556.3222	4427946.753
441502.6286	4429059.832
441512.4035	4421301.019
442140.395	4421004.631
442681.6353	4422532.227
441529.864	4429076.969
442404.7049	4428694.646
441525.9905	4429085.356
440425.155	4429240.891
442007.3296	4429002.526
441421.3992	4429001.15
444620.3611	4419342.87
445968.829	4417749.614
441521.7617	4429045.028
464758.8929	4436662.085
442575.3295	4427950.536
442564.0024	4427991.895
442045.887	4427492.689
442410.2345	4428676.471
442012.0969	4428764.591
442578.0293	4428027.904
442574.6025	4428010.683
442007.8356	4428758.556
442525.2029	4427973.576
442519.075	4428052.788
442494.009	4428031.473
442003.3276	4428809.487
442468.4557	4428029.149
441985.2	4428785.107
442566	4427946.24
442502.9811	4427950.477
441907.747	4428811.49
442544.4325	4427918.795
442559.8022	4427951.72
441584.3452	4429059.664
442562.8604	4428001.831
442530.5793	4427184.63
442553.0306	4428007.647
442187.5774	4428373.465
442540.8375	4427971.452
441578.3412	4429068.66
442564.902	4428010.232
442736.4366	4427539.3
442548.5969	4427950.797
441989.4275	4428788.771
442576.5574	4427986.528
441832.2433	4427042.496
442476.3971	4427999.457
441541.7906	4429108.1
442542.2969	4428067.103
442290.6118	4428897.376
441978.451	4428821.341
442559.147	4428037.409
442057.7765	4428759.098
442558.3846	4428058.28
442415.86	4428345.084
441609.5329	4429037.673
442538.7904	4428076.234
441936.5284	4428865.166
442558.6824	4427979.347
442562.139	4427962.35
442004.5195	4428787.566
442371.113	4428612.744
441928.1755	4428860.388
442541.2411	4427930.071
442613.7148	4427492.556
442532.1317	4427923.645
442350.5138	4428707.148
442556.9306	4427949.945
442534.9205	4427227.573
442517.1913	4427979.98
442562.6818	4428016.02
442003.2145	4428758.513
442517.68	4427990.423
442996.9792	4427037.008
442031.8343	4429006.7
442515.712	4427965.55
442513.9916	4428152.014
442545.5891	4427951.139
442554.65	4428084.9
441997.1456	4428772.438
442510.5549	4427998.21
442009.2897	4428756.672
442498.1898	4427993.359
442007.2721	4428745.826
442529.3583	4427985.005
442306.7438	4428460.115
442529.8174	4428057.828
442008.9208	4428656.811
351025.5636	3452274.867
349727.7061	3455496.861
349728.6104	3455596.205
355143.3477	3457092.199
349702.5921	3455423.27
442534.5927	4427972.673
442563.3469	4428033.753
442495.6554	4427230.571
442475.7508	4428237.416
442097.6121	4429305.404
442554.7277	4427994.366
442351.6182	4428969.886
442003.3676	4428827.227
441828.4897	4428743.858
442558.0588	4427927.668
441991.8606	4428797.196
451152.8504	4412883.167
450873.5797	4412891.765
451526.9259	4413794.941
451828.8021	4413985.247
451498.4894	4413830.126
442404.8195	4428692.762
441690.5951	4427015.244
441570.5634	4429057.022
450418.5073	4417008.594
442546.5093	4427953.647
441999.4082	4428816.791
442528.6733	4427142.973
442593.8884	4427951.188
442528.9885	4427958.513
441947.3056	4428870.783
442220.9323	4429059.971
442255.604	4428890.976
441958.8132	4428821.898
442522.8687	4428077.794
442592.7333	4428006.992
442623.8389	4427484.406
441982.9053	4428797.196
442542.9867	4427986.482
442349.2661	4428358.163
441982.9032	4428794.568
442470.1831	4427985.514
441775.7369	4428877.07
442545.4559	4428027.932
442577.5293	4427989.712
456176.5875	4442177.071
442519.4429	4427990.179
441593.4283	4429039.234
442553.8974	4428050.937
442355.1694	4428321.881
442574.1767	4428007.587
442242.0988	4429023.092
